job_title,company_name,location,post_Date,Qualifications,post_days_ago
Machine Learning Engineer,Shopify,"Charlotte, NC",26 days ago,Excellent problem-solving skills; Experience with Agile methodologies; Knowledge of machine learning algorithms,26
Data Architect,Square,"Louisville, KY",29 days ago,5+ years of experience; Strong communication skills,29
Quantitative Analyst,Microsoft,"San Francisco, CA",10 days ago,PhD in Statistics; Proficiency in data visualization tools; Familiarity with cloud services; Experience with big data technologies,10
Data Analyst,Morgan Stanley,"Detroit, MI",22 days ago,Master's in Computer Science; PhD in Statistics; Proficiency in data visualization tools,22
Research Scientist,Hilton,"San Jose, CA",6 days ago,Experience with Agile methodologies; Experience with SQL,6
Data Engineer,CrowdStrike,"Raleigh, NC",5 days ago,Experience with big data technologies; Experience with Agile methodologies,5
AI Researcher,Morgan Stanley,"Cleveland, OH",12 days ago,Strong analytical thinking; Excellent problem-solving skills; PhD in Statistics; Experience with SQL,12
Data Analyst,General Motors,"Kansas City, MO",30 days ago,Knowledge of machine learning algorithms; Proficiency in data visualization tools,30
Data Engineer,Salesforce,"Atlanta, GA",23 days ago,5+ years of experience; Knowledge of statistical analysis; Ability to work in teams,23
Business Analyst,Amazon,"Louisville, KY",3 days ago,PhD in Statistics; Experience with Agile methodologies,3
AI Researcher,Verizon,"Cleveland, OH",8 days ago,Familiarity with cloud services; Experience with big data technologies; Excellent problem-solving skills; Knowledge of machine learning algorithms,8
Data Scientist,DraftKings,"Milwaukee, WI",2 days ago,Excellent problem-solving skills; Proficiency in data visualization tools; Master's in Computer Science; Knowledge of statistical analysis,2
Data Analyst,Procter & Gamble,"Seattle, WA",18 days ago,Proficiency in data visualization tools; PhD in Statistics,18
AI Researcher,Visa,"San Jose, CA",6 days ago,Ability to work in teams; Strong communication skills; Proficiency in data visualization tools; Excellent problem-solving skills,6
Data Analyst,Morgan Stanley,"Chicago, IL",16 days ago,Strong analytical thinking; Proficiency in data visualization tools; Strong programming skills in Python,16
Business Analyst,Amazon,"Virginia Beach, VA",20 days ago,Knowledge of statistical analysis; Knowledge of machine learning algorithms,20
Business Analyst,BlackRock,"Salt Lake City, UT",5 days ago,Excellent problem-solving skills; Experience with big data technologies; Experience with Agile methodologies,5
Statistician,Square,"Nashville, TN",19 days ago,5+ years of experience; PhD in Statistics; Experience with big data technologies,19
Business Analyst,Broadcom,"New Orleans, LA",1 days ago,Experience in a fast-paced environment; Experience with SQL,1
Data Scientist,Amazon,"Seattle, WA",11 days ago,Strong communication skills; Knowledge of statistical analysis,11
Data Scientist,NVIDIA,"Oklahoma City, OK",2 days ago,Familiarity with cloud services; Experience with Agile methodologies; Strong programming skills in Python,2
Quantitative Analyst,Qualcomm,"Atlanta, GA",17 days ago,Strong programming skills in Python; 5+ years of experience,17
Research Scientist,Gilead Sciences,"Tucson, AZ",25 days ago,Familiarity with cloud services; Strong programming skills in Python; Experience in a fast-paced environment; Strong analytical thinking,25
AI Researcher,PayPal,"Detroit, MI",10 days ago,5+ years of experience; Familiarity with cloud services; PhD in Statistics,10
AI Researcher,NVIDIA,"San Jose, CA",17 days ago,Experience with SQL; Experience in a fast-paced environment,17
Quantitative Analyst,Bank of America,"Philadelphia, PA",13 days ago,Experience with SQL; Familiarity with cloud services; Ability to work in teams; Experience with Agile methodologies,13
Research Scientist,Netflix,"New York, NY",15 days ago,Familiarity with cloud services; PhD in Statistics; Proficiency in data visualization tools,15
Business Analyst,Zoom Video Communications,"Oklahoma City, OK",1 days ago,Ability to work in teams; PhD in Statistics,1
Business Analyst,Starbucks,"Omaha, NE",20 days ago,Strong programming skills in Python; Strong analytical thinking,20
Statistician,AT&T,"Nashville, TN",24 days ago,Experience with Agile methodologies; Proficiency in data visualization tools; Strong communication skills,24
Business Analyst,Twilio,"Fresno, CA",19 days ago,Familiarity with cloud services; Excellent problem-solving skills; PhD in Statistics; Experience with Agile methodologies,19
Quantitative Analyst,Morgan Stanley,"Milwaukee, WI",20 days ago,Familiarity with cloud services; Experience in a fast-paced environment; Experience with Agile methodologies; 5+ years of experience,20
Machine Learning Engineer,Zoom Video Communications,"Sacramento, CA",27 days ago,Strong analytical thinking; Excellent problem-solving skills; Experience with Agile methodologies; Knowledge of statistical analysis,27
Machine Learning Engineer,Thermo Fisher Scientific,"Atlanta, GA",16 days ago,Strong programming skills in Python; Knowledge of machine learning algorithms; Experience with big data technologies,16
Research Scientist,Danaher,"Virginia Beach, VA",20 days ago,Ability to work in teams; Experience with SQL; Knowledge of machine learning algorithms; Experience in a fast-paced environment,20
AI Researcher,Square,"Raleigh, NC",16 days ago,Excellent problem-solving skills; Strong communication skills; Experience with Agile methodologies,16
AI Researcher,T. Rowe Price,"Nashville, TN",17 days ago,Experience with SQL; Ability to work in teams; Excellent problem-solving skills,17
Data Scientist,AT&T,"Detroit, MI",22 days ago,Experience with SQL; Strong analytical thinking,22
Data Analyst,Zoom Video Communications,"Pittsburgh, PA",20 days ago,Strong analytical thinking; Familiarity with cloud services; Experience with SQL,20
Statistician,Verizon,"Houston, TX",24 days ago,Proficiency in data visualization tools; Knowledge of statistical analysis,24
Data Analyst,AbbVie,"Virginia Beach, VA",8 days ago,Knowledge of machine learning algorithms; Strong communication skills; Experience with Agile methodologies; 5+ years of experience,8
Research Scientist,Pinterest,"Miami, FL",11 days ago,Experience with Agile methodologies; Strong programming skills in Python,11
Data Architect,Johnson & Johnson,"Nashville, TN",17 days ago,Strong communication skills; Knowledge of statistical analysis,17
Data Architect,IBM,"San Diego, CA",7 days ago,PhD in Statistics; Master's in Computer Science,7
Data Architect,Broadcom,"Phoenix, AZ",4 days ago,Proficiency in data visualization tools; Experience with Agile methodologies; PhD in Statistics,4
Data Analyst,Boeing,"Los Angeles, CA",26 days ago,Strong communication skills; Knowledge of machine learning algorithms; Strong analytical thinking; Ability to work in teams,26
Data Engineer,Honeywell,"San Diego, CA",13 days ago,Strong programming skills in Python; Excellent problem-solving skills,13
Business Analyst,Microsoft,"Louisville, KY",1 days ago,Ability to work in teams; Knowledge of machine learning algorithms,1
AI Researcher,Square,"Cincinnati, OH",25 days ago,Ability to work in teams; Strong communication skills; Experience with Agile methodologies; Knowledge of statistical analysis,25
Business Analyst,ExxonMobil,"Raleigh, NC",16 days ago,Strong communication skills; Experience with big data technologies,16
Data Architect,Visa,"San Jose, CA",11 days ago,Experience with Agile methodologies; Experience in a fast-paced environment; Excellent problem-solving skills,11
Research Scientist,Danaher,"Oklahoma City, OK",1 days ago,Master's in Computer Science; Proficiency in data visualization tools; Experience with big data technologies; Ability to work in teams,1
Quantitative Analyst,Ford Motor,"Indianapolis, IN",7 days ago,Experience with SQL; Experience with Agile methodologies; PhD in Statistics; Familiarity with cloud services,7
Business Analyst,RingCentral,"Cleveland, OH",11 days ago,Experience with SQL; Familiarity with cloud services,11
Business Analyst,Ford Motor,"Omaha, NE",7 days ago,Master's in Computer Science; Experience with big data technologies; Ability to work in teams; Proficiency in data visualization tools,7
Data Architect,Shopify,"San Diego, CA",15 days ago,Experience with SQL; 5+ years of experience,15
AI Researcher,DraftKings,"Philadelphia, PA",4 days ago,Strong programming skills in Python; Proficiency in data visualization tools; 5+ years of experience,4
Data Architect,RingCentral,"Dallas, TX",27 days ago,Proficiency in data visualization tools; Experience with Agile methodologies,27
Data Architect,Mastercard,"Salt Lake City, UT",29 days ago,Ability to work in teams; Experience with Agile methodologies; Experience in a fast-paced environment,29
Data Analyst,Microsoft,"Nashville, TN",2 days ago,Experience with big data technologies; Strong analytical thinking; Excellent problem-solving skills; Master's in Computer Science,2
Data Architect,Marriott International,"Salt Lake City, UT",5 days ago,Experience with Agile methodologies; Knowledge of statistical analysis,5
Data Engineer,Meta,"Dallas, TX",12 days ago,Ability to work in teams; Strong programming skills in Python,12
Business Analyst,Tesla,"Charlotte, NC",27 days ago,Experience with SQL; Proficiency in data visualization tools; Master's in Computer Science; Ability to work in teams,27
Quantitative Analyst,PepsiCo,"Washington, D.C.",7 days ago,Experience with Agile methodologies; Proficiency in data visualization tools; Excellent problem-solving skills; 5+ years of experience,7
Data Engineer,Coca-Cola,"San Jose, CA",16 days ago,Familiarity with cloud services; Experience with big data technologies,16
Machine Learning Engineer,Booking Holdings,"Charlotte, NC",22 days ago,Experience with big data technologies; Knowledge of statistical analysis; Proficiency in data visualization tools; PhD in Statistics,22
Statistician,CrowdStrike,"Houston, TX",11 days ago,Strong communication skills; Experience with SQL; Knowledge of statistical analysis; Ability to work in teams,11
Research Scientist,UnitedHealth Group,"New York, NY",15 days ago,Experience with SQL; Strong programming skills in Python; PhD in Statistics,15
Data Architect,Apple,"Cleveland, OH",29 days ago,Strong programming skills in Python; 5+ years of experience,29
Quantitative Analyst,Uber Technologies,"Charlotte, NC",23 days ago,Strong communication skills; 5+ years of experience; Excellent problem-solving skills; Master's in Computer Science,23
Quantitative Analyst,Zoom Video Communications,"Austin, TX",29 days ago,Experience in a fast-paced environment; Experience with big data technologies; Excellent problem-solving skills; Proficiency in data visualization tools,29
Data Analyst,Cisco,"Philadelphia, PA",30 days ago,Strong analytical thinking; 5+ years of experience,30
Data Scientist,Qualcomm,"Salt Lake City, UT",29 days ago,5+ years of experience; Strong communication skills; Strong programming skills in Python; Ability to work in teams,29
Data Analyst,Delta Air Lines,"Seattle, WA",4 days ago,Experience with Agile methodologies; Familiarity with cloud services; Excellent problem-solving skills,4
AI Researcher,American Express,"Boston, MA",7 days ago,Experience with SQL; Knowledge of machine learning algorithms,7
